time,line
01:03:58,못 들었어요? 라일리가 가출한대요
01:04:02,네?
01:04:04,"잠깐, 잠깐 기다려, 얘들아"
01:04:07,정말로 할 거야? 심각한 문제야
01:04:10,"봐, 핵심 기억도 이제 없어"
01:04:11,라일리가 행복하길 바래?
01:04:13,미네소타로 돌아가 기억을 더 만들자고
01:04:16,"기쁨아, 서두르면 막을 수 있을 거야"
01:04:21,"가족 섬, 가자!"
01:04:37,기쁨아
01:04:38,"기쁨아, 너무 위험해 제때 갈 수 없을 거야"
01:04:45,"하지만, 남은 길은 저기뿐이야"
01:04:59,회상 튜브다!
01:05:03,회상될 수 있어
01:05:08,"좋은 하루 보내라, 얘야"
01:05:11,"학교 끝나고 보자, 원숭이 - 사랑한다"
01:05:18,"가, 뛰어! 가!"
01:05:30,"워워, 슬픔아"
01:05:31,"슬픔아, 그만"
01:05:34,"라일리에게 또 해를 줬어 - 안 돼, 또 해버렸어"
01:05:37,네가 핵심 기억을 만지면 더 슬퍼질 거란 말야
01:05:47,미안해
01:05:48,라일리는 행복해야 해 - 기쁨아?
01:06:05,기쁨아!
01:06:11,기쁨아!
01:06:45,기쁨아?
01:06:53,기쁨아!
01:07:01,"기쁨아, 뭐 하는 거야 제발 그만 둬"
01:07:08,"모르겠니, 기쁨아 우린 여기 갇혔어!"
01:07:12,우린 잊혀졌다고
01:08:05,기억 나요?
01:08:07,얘가 당황하면 혀를 쭉 빼던 거
01:08:20,늘 이 아이의 이야기를 들을 수 있었죠
01:08:37,그냥 라일리가 행복했음 했어요
01:09:41,프레리독이 중요한 플레이오프 경기에서 진 날이지
01:09:45,라일리가 결정타를 놓쳐서 기분이 상해
01:09:49,관두고 싶어했어
01:10:09,슬픔
01:10:11,"엄마 아빠, 팀"
01:10:16,슬픔 덕에 도울 수 있었던 거야
01:10:25,다시 올라가야 해요
01:10:28,"기쁨아, 우린 여기 갇혔어"
01:10:31,다른 행성이나 다름 없다고
01:10:39,다른 행성
01:10:43,놀고 싶은 친구 누구?
01:10:49,놀고 싶은 친구 누구?
01:10:52,로켓 타고 소리 질러!
01:10:59,누가 가장 최고일까 함께 노래 부를 친구
01:11:02,"놀고 싶은 친구 누구? 빙봉, 빙봉"
01:11:05,로켓 타고 소리 질러!
01:11:21,올라타요
01:11:26,"놀고 싶은 친구 누구? 빙봉, 빙봉"
01:11:28,"로켓 타고 소리 질러 빙봉, 빙봉"
01:11:30,누가 가장 최고일까 함께 노래 부를 친구
01:11:36,"로켓 타고 소리 질러 빙봉, 빙봉"
01:11:38,누가 가장 최고일까 함께 노래 부를 친구
01:11:48,어서요!
01:12:11,"자, 기쁨아 한 번 더"
01:12:14,이제 감이 왔어
01:12:16,"로켓 타고 소리 질러 빙봉, 빙봉"
01:12:19,누가 가장 최고일까 함께 노래 부를 친구
01:12:21,"놀고 싶은 친구 누구? 빙봉, 빙봉"
01:12:23,"크게! 크게! 기쁨아, 더 크게 불러!"
01:12:37,해 낼 거에요!
01:12:47,"빙봉, 해냈어요!"
01:12:49,우리가... 빙봉?
01:12:52,빙봉!
01:12:54,해냈구나!
01:12:57,가! 가서 라일리를 구해!
01:13:03,나 대신 달에 데려다 줘 알겠지?
01:13:13,오...
01:13:15,오...
01:13:20,"노력할게요, 빙봉"
01:13:25,약속해요
01:13:40,우리 왔다!
01:13:42,라일리? 라일리!
01:13:49,휴대폰 전화 해볼게요
01:13:54,"오, 정말 끔찍해"
01:13:55,"잠깐, 누가 우리 쪽으로 오는 건가?"
01:13:56,"저, 길 건너자"
01:14:03,"엄마야, 다 알았어"
01:14:04,어떡해? - 라일리는 핵심 기억이 필요해
01:14:07,계속 간다
01:14:12,슬픔아!
01:14:24,슬픔아? 슬픔아!
01:14:26,"제발, 슬픔아 어디 있어?"
01:14:28,"좋아, 내가 슬픔이라면 어디로 갔을까?"
01:14:32,"아, 다 끔찍하다 다리도 말을 안 들어"
01:14:36,네가 날 끌고 다니고 내가 전부 다 만져...
01:14:56,"안 돼, 또 엄마야 이제 어떡하지?"
01:14:58,어...
01:15:04,"미쳤군, 도망가면 안 돼"
01:15:06,이 생각을 머리에서 떨쳐 내자
01:15:09,슬픔아?
01:15:12,슬픔아! - 기쁨아?
01:15:15,"잠깐, 슬픔아"
01:15:17,날 내버려 둬. 라일리는 내가 없어야 더 나아
01:15:21,돌아와!
01:15:27,당신 남편을 코끼리가 날려 버렸다고요
01:15:31,누구랑 있었나요? - 네! 저기 있네요!
01:15:33,야! 돌아와!
01:15:35,"잊어버려, 제이크 뜬구름 잡기야"
01:15:42,슬픔아!
01:15:43,난 늘 다 나쁘게만 만들지! - 기다려!
01:15:46,"슬픔아, 널 다시 데려와야..."
01:15:59,"끼었어! - 아, 대단하네"
01:16:00,끼었다니 무슨 소리야? - 또 뭐야?
01:16:02,"안 돼, 안 돼 이건 뭐야?"
01:16:13,어떻게 막아? - 내가 할게
01:16:14,겁먹게 한다면 마음을 바꿀 거야
01:16:17,"똑똑해! - 똑똑한 건 알아, 어서 해"
01:16:19,아무것도 안 돼 왜 안 되지?
01:16:21,"내가 할게! - 잠깐, 네가 부쉈어"
01:16:22,"비켜, 비켜 - 내가 할게, 나와"
01:16:27,안 돼
01:16:28,"얘들아, 우리가 어떤 감정도 느끼지 못하게 만들어버렸어"
01:16:33,우리가 뭘 한 거야?
01:16:35,"저기, 나 좀 봐요 전에 당신이 말하길"
01:16:38,라일리를 위해선 죽기라도 하겠다 라일리를 위해선 죽기라도 하겠다
01:16:40,"좋아요, 더벅머리 입증해 보세요"
01:16:46,라일리를 위해선 죽기라도 하겠다 라일리를 위해선 죽기라도 하겠다
01:17:06,"됐어, 나 접는다"
01:17:39,"미친 짓이야, 미친 짓"
01:17:41,"아냐, 기쁨아 긍정적으로!"
01:17:47,미친 짓이라는 데 긍정적이다!
01:17:53,가자!
01:17:54,라일리를 위해서-
01:18:03,기쁨아? - 꽉 잡아!
01:18:07,"오, 기쁨이가 있었으면 좋았으련만!"
01:18:16,기쁨이야!
01:18:18,물러서!
01:18:20,잘도 하네 - 똑똑한 너라면 어떻게 할건데!
01:18:24,말해 줬는데 네가 멍청해서 이해를 못 한거야
01:18:27,뭐! - 물론 그 작은 뇌론 헷갈리겠지
01:18:29,내가 네 수준으로 바보가 되어야 하나보다
01:18:32,"미안한데 난 너 같은 바보랑 말 안 하지만, 해 볼까"
01:18:36,더어-
01:18:46,"오, 감사합니다 돌아왔구나!"
01:18:48,정말이지 난장판이야 - 우-우리가 이렇게 생각했어
01:18:50,"오, 안 돼"
01:19:01,"기쁨아, 고쳐야 해 어서 가!"
01:19:03,"슬픔아, 네게 달렸어 - 나?"
01:19:05,슬픔이?
01:19:07,"난 못 해, 기쁨아 - 할 수 있어"
01:19:10,라일리는 네가 필요해
01:19:23,좋아...
01:19:45,"잠깐, 멈춰요 내리고 싶어요"
01:19:59,"네, 고마워요 그럴게요"
01:20:01,선생님도 라일리를 하루 종일 못 봤대요!
01:20:03,뭐? - 뭘 입고 있었지?
01:20:04,혹시 기억나는... - 못 믿겠군
01:20:07,라일리 - 이제 왔구나
01:20:08,감사합니다 - 정말 걱정했단다
01:20:09,어디 있었니? 너무 늦었잖아
01:21:43,안 그러길 바라신단 건 알지만...
01:21:47,집이 그리웠어요
01:21:51,미네소타가 그리웠어요
01:21:56,제가 행복하길 바라시잖아요
01:21:58,하지만
01:22:01,옛 친구들과 하키 팀을 원했었어요
01:22:08,집에 가고 싶어요
01:22:11,화내지 말아 주세요
01:22:16,"오, 얘야 - 화내지 않는단다"
01:22:20,그거 아니? 아빠도 미네소타가 그립단다
01:22:25,등산을 하던 그 숲이 보고 싶어
01:22:29,네가 뛰놀던 그 뒤뜰도...
01:22:32,네가 스케이트를 배우던 그 호수도
01:22:37,이리 오렴
01:24:00,"야, 이 새 전경도 좋네"
01:24:01,우정 섬이 커졌어
01:24:03,드디어 의견 나눔 구역이 생겨서 기쁘군
01:24:06,난 비극적 뱀파이어 로맨스 섬이 좋아
01:24:08,패션 섬! 진짜 말도 안 돼
01:24:11,남성 밴드 섬? 그냥 기우겠지
01:24:13,뭐든간에 내가 보기엔 다 아름다워 보여
01:24:17,"좋아요, 갑니다"
01:24:18,새 확장형 계기판이 설치됐고 가동 시작합니다
01:24:23,"좋아, 업그레이드!"
01:24:26,내가 그런 거야?
01:24:27,"얘들아, 사춘기가 뭐야?"
01:24:29,나도 몰라 별로 안 중요하겠지
01:24:31,악담 도서관을 죄다 들쑤셔볼 수 있겠군!
01:24:36,이 새 계기판은 정말-
01:24:39,"미안, 또 나야 실수했어"
01:24:40,링크장으로 간다
01:24:43,"자, 경기 나가면 공격적으로 하는 거야"
01:24:45,"알아요, 아빠 - 너무 공격적이진 말고"
01:24:47,"있잖아요, 모든 경기에 다 오실 필요 없어요"
01:24:49,장난하니? 하나도 안 놓칠 거야!
01:24:52,포그혼 화이팅! - 라일리 화이팅!
01:24:53,"포그- 혼- - 알았어요, 알았어"
01:24:55,가야겠어요
01:24:57,오- - 우릴 사랑해
01:24:58,"그래, 엄마 아마 정말 최고야"
01:25:00,"얘들아, 물론 그렇지만 우리가 보여줘야 하지 않아?"
01:25:05,페이스 페인팅 좋아하잖아!
01:25:06,좋은 아이디어라고 했지
01:25:09,근래 최고의 아이디어였어 - 정말 좋은 남자야
01:25:17,혹시 모르니까
01:25:22,미안
01:25:25,여자!
01:25:32,"그래, 잘 있어"
01:25:39,"여어, 라일리"
01:25:44,준비 됐어? - 응
01:25:46,"좋아, 하키 해 보실까!"
01:25:49,"좋아, 버럭아. 선방 - 퍽 안 주면 고기로 만들어주지!"
01:25:52,왼쪽! 왼쪽!
01:25:53,이번엔 땀내 안 나게 하자
01:25:54,"오, 엄마 아빠가 우리 실패를 보고 계셔"
01:25:57,금방이지!
01:26:00,확실히 최근엔 많은 일이 있었다
01:26:02,그래도 우린 이 아이를 사랑해
01:26:04,멋진 새 친구와 멋진 새 집도 있고
01:26:06,더 나을 수가 없지
01:26:08,"그렇게, 라일리는 이제 12살이야"
01:26:11,무슨 일 있겠어?
01:26:33,샌프란시스코가 몇 년에 세워졌는지 말해 볼 사람?
01:26:36,있나요?
01:26:38,조단! - 어...
01:26:41,얼마나 남았어?
01:26:42,여름방학까지 5달 2주 4일
01:26:46,그럼 그 사람이랑 바하마스로 떠나는 거야!
01:26:50,"나와 함께 날아갑시다, 소녀여"
01:26:57,좋은 하루 되세요
01:26:59,우리 뭐가 화난 거야?
01:27:01,나도 몰라 트로이가 화나든말든
01:27:03,트로이는 왜 화났어?
01:27:04,나도 몰라
01:27:06,"알아, 정말로"
01:27:08,우린 진짜 사기꾼이야 누가 우릴 본다면 어떨까
01:27:11,그럴 리 없지 아이섀도를 하고 있잖아
01:27:13,쿨해보이는 건 지치는 일이야
01:27:15,누가 생일일까?
01:27:18,"얘야, 안녕?"
01:27:22,이 짓 하려고 드라마 학교에서 6년이라니
01:27:30,뭐야? - 움직여!
01:27:32,"봐, 됐어 다 괜찮아"
01:27:34,행복한 곳이나 보자구
01:27:44,음식 냄새다
01:27:46,음식을 갖고 있어
01:27:48,음식을 뺏자
