time,line,translation
00:30:16,,이걸 딛고 저기까지 걸어가야 해?
00:30:17,We're going to walk out there? On that?,
00:30:19,,돌아가는 가장 빠른 길이야
00:30:20,JOY: It's the quickest way back.,바로 밑이 기억 쓰레기장이야 떨어지면 우린 영원히 잊혀져
00:30:21,But it's right over the Memory Dump.,
00:30:23,"If we fall, we'll be forgotten forever.",
00:30:25,,라일리를 위해서 해야 해
00:30:26,We have to do this for Riley. Just follow my footsteps.,
00:30:27,,그냥 내 발자국만 따라와
00:30:29,,그다지 안 높아 그냥...
00:30:30,"Oh, okay. It's not that high.",
00:30:31,It's totally fine...,
00:30:38,(JOY GRUNTING),
00:30:42,No!,
00:30:43,(GRUNTS),
00:30:45,(KNOCK ON DOOR) (DOOR OPENS),
00:30:49,Hey.,얘야
00:30:50,,그래서...
00:30:51,"So, uh, things got a little out of hand downstairs.",
00:30:52,,아래층에서 일은 어쩔 수가 없었다
00:30:54,,얘기 좀 할까?
00:30:55,Do you want to talk about it?,
00:30:57,,"자, 우리 행복한 딸?"
00:30:58,"Come on, where's my happy girl?",
00:31:02,Monkey. (IMITATING MONKEY GRUNTING),원숭이다
00:31:03,,"우, 장난을 시작하려 해"
00:31:04,"Oh, he's trying to start up Goofball.",
00:31:07,DAD: Come on!,어서-
00:31:09,(DAD CONTINUES GRUNTING),
00:31:14,(RUMBLING),
00:31:15,(GRUNTS),
00:31:19,(GASPS) Ah!,
00:31:20,,"슬픔아, 당장 돌아가!"
00:31:21,"Go back! Run, run, run!",
00:31:25,(JOY PANTING),
00:31:33,(GASPS),
00:31:47,(BOTH PANTING),
00:31:50,,무슨?
00:31:51,What...,
00:32:07,,"알겠다, 혼자 있을 시간이 필요하구나"
00:32:08,I get it. You need some alone time.,
00:32:12,,나중에 얘기하자
00:32:13,We'll talk later.,
00:32:17,,"중대한 문제로군 - 오, 기쁨아. 어디 있어?"
00:32:18,DISGUST: We have a major problem.,
00:32:20,"FEAR: Oh, Joy, where are you?",
00:32:22,,엉뚱 섬을 잃었어
00:32:23,SADNESS: We lost Goofball Island.,
00:32:25,,우정과 하키와 정직과 가족까지 다 잃을 수 있단 거잖아
00:32:26,That means she can lose Friendship,
00:32:27,and Hockey and Honesty and Family.,
00:32:30,,"넌 해결할 수 있지 그치, 기쁨아?"
00:32:31,"You can fix this, right, Joy?",
00:32:32,,나-나도 몰라 - 오...
00:32:33,"I, uh... I don't know.",
00:32:36,Oh... But we have to try.,"그치만 시도는 해 봐야지 좋아, 가자"
00:32:38,"Okay, come on.",
00:32:39,(MACHINERY POWERING DOWN),라일리가 자러 갔어
00:32:40,Riley's gone to sleep. Oh...,
00:32:41,,"다행인 거지 그러니까, 생각해 봐"
00:32:42,Which is a good thing.,
00:32:45,When you think about it because,잠든 뒤엔 나쁜 일은 더 안 일어나잖아
00:32:46,nothing else bad can happen while she's asleep.,
00:32:48,We'll be back to Headquarters before she wakes up.,일어나기 전에 본부로 돌아갈 거야
00:32:50,,우정 섬을 지나가면 돼
00:32:51,We'll just go across Friendship Island.,
00:32:55,,"오, 절대 못 갈 거야 - 아냐, 아냐"
00:32:56,"Oh, we'll never make it.",
00:32:57,"Oh, no! No, no, no!",삶의 문제에 얽매이지 마
00:32:58,Don't obsess over the weight of life's problems.,
00:32:59,,개가 죽던 재밌는 영화 떠올려봐
00:33:00,Remember the funny movie where the dog dies?,
00:33:01,,"오, 슬픔아 이럴 시간 없어"
00:33:02,"Oh, Sadness, we don't have time for this.",
00:33:03,,그럼 빙 돌아가야겠네
00:33:04,We'll just have to go around. Take the scenic route.,
00:33:05,,먼 길로 돌아가자
00:33:07,,"잠깐, 기쁨아 거기선 길 잃을 수도 있어"
00:33:08,"SADNESS: Wait, Joy, you could get lost in there!",
00:33:10,,긍정적으로 생각해 - 그래
00:33:11,Think positive!,
00:33:12,SADNESS: Okay. I'm positive you will get lost in there.,거기서 길 잃을 거라는 생각에 긍정적이야
00:33:15,,거긴 장기 기억이야
00:33:16,SADNESS: That's Long Term Memory.,
00:33:17,,복도와 선반이 끝없이 늘어서 있지
00:33:18,An endless warren of corridors and shelves.,
00:33:20,,설명서에서 읽었어
00:33:21,I read about it in the manuals.,
00:33:22,,설명서?
00:33:23,The manuals?,
00:33:24,,설명서!
00:33:25,The manuals!,너 설명서 읽었지! - 그래
00:33:26,You read the manuals! Yeah.,
00:33:27,,그럼 본부로 돌아가는 길도 알겠네
00:33:28,So you know the way back to Headquarters!,
00:33:29,,아...마도?
00:33:31,I guess.,
00:33:32,Ooh! (CHUCKLES EXCITEDLY),
00:33:34,,네가 내 지도야!
00:33:35,You are my map!,"가자, 앞장서 지도야!"
00:33:36,"Let's go! Lead on, my map!",
00:33:37,,어디로 가야 할 지 알려줘
00:33:38,Show me where we're going!,"그래, 근데..."
00:33:39,Okay. Only I'm too sad to walk.,
00:33:40,,너무 슬퍼서 못 걷겠어
00:33:42,,그냥 몇 시간만 기다려 주면...
00:33:43,Just give me a few... hours.,
00:33:46,Ooh!,
00:33:47,,"어디야, 왼쪽 길? - 옳은 길"
00:33:48,JOY: Which way? Left?,
00:33:49,SADNESS: Right.,
00:33:50,,"아니, 왼쪽 말야 왼쪽이 옳은 쪽이란 거야"
00:33:51,"No. I mean, go left.",
00:33:52,"I said left was right. Like ""correct.""",
00:33:53,,좋아
00:33:54,JOY: Okay.,이거 왠지 좀 편하다
00:33:55,SADNESS: This actually feels kind of nice.,
00:33:57,,"좋아, 가자. 아침 전까지 본부로 돌아가는 거야"
00:33:58,"Okay, here we go!",
00:33:59,We'll be back to Headquarters before morning.,
00:34:01,We can do it! This will be easy! This is working!,할 수 있어 간단할 거야!
00:34:03,,잘 되고 있어!
00:34:07,(GROANS),잘 안 되네...
00:34:08,This is not working. Are we getting close?,
00:34:09,,"가까워지고 있어? - 응, 또 오른쪽"
00:34:11,"SADNESS: Yeah, just another right.",
00:34:12,,"왼쪽, 또 왼쪽"
00:34:13,And... a left and then another... left and...,
00:34:17,,우리 어디로 가는건지 알고는 있는 거야?
00:34:18,"Uh, are you sure you know where we're going?",
00:34:20,,본부에서 점점 더 멀어지는 것 같잖아
00:34:21,Because we seem to be walking away from Headquarters.,
00:34:23,,라일리가 깼네
00:34:24,Riley's awake.,
00:34:26,Ooh! Oh!,
00:34:29,(EXCLAIMS NERVOUSLY),"만-만지지 마, 알지?"
00:34:30,Don't touch. Remember?,
00:34:31,,네가 만지면 슬퍼져버린다구
00:34:32,"If you touch them, they stay sad.",
00:34:33,,"오, 미안. 안 만질게"
00:34:34,"Oh, sorry, I won't. Starting now.",
00:34:36,,지금부터... - 더는 못 견디겠어
00:34:38,"Oh, I can't take much more of this.",
00:34:39,,다 잊어버려!
00:34:40,FORGETTER BOBBY: Forget them!,
00:34:41,,"기억처리반이야! - 하지만 기쁨아, 우리 거의..."
00:34:42,Mind workers!,
00:34:43,"But, Joy, we're almost...",
00:34:44,(SIGHS),
00:34:45,,전화번호 이건 다 필요 없어
00:34:46,Phone numbers.,
00:34:47,We don't need all these. They're in her phone.,휴대폰에 있잖아
00:34:47,We don't need all these. They're in her phone.,"다 잊어 버려라 - 저, 실례합니다"
00:34:48,"Excuse me, hi. Just forget all of that. Please. Forget it!",
00:34:49,,잊어버린다!
00:34:51,,"우정 섬을 찾아야 해요 - 이거 봐, 4년간의 피아노 교습이야"
00:34:52,I need to find Friendship Island. Look at this.,
00:34:54,Four years of piano lessons.,"그래, 엄청 희미해졌네"
00:34:55,"FORGETTER BOBBY: Yeah, it looks pretty faded.","있잖아, 젓가락 행진곡이랑 사랑과 영혼만 빼고 다 버려"
00:34:56,You know what? Save Chopsticks,
00:34:58,"and Heart and Soul, get rid of the rest.",
00:34:59,,"저기... - 미국 대통령, 이건 어때?"
00:35:00,Are you... US Presidents. What do you think?,
00:35:01,,"워싱턴, 링컨하고 뚱땡이만 남겨"
00:35:02,"Yeah, just keep Washington, Lincoln and the fat one.",
00:35:03,,잊어버려! - 저기요!
00:35:04,Forget 'em! Hey!,그냥 버리면 안 돼요 아주 좋은 기억들이라고요
00:35:05,You can't throw those away!,
00:35:06,Those are perfectly good memories.,
00:35:07,,큐티파이 공주 인형 이름들?
00:35:08,"The names of every ""Cutie Pie Princess"" doll?",
00:35:09,,"네, 중요한 정보잖아요"
00:35:10,Yes! That is critical information!,
00:35:11,,"글리터 스톰, 허니 팬츠... - 잊어버려!"
00:35:12,"JOY: Glitterstorm, Honeypants...",
00:35:13,Forget 'em!,
00:35:18,,저기요! 돌려 놔요 - 쓰레기장에 있어
00:35:19,Hey! Bring those back!,
00:35:20,They're in the dump. Nothing comes back from the dump.,"쓰레기장에선 뭣도 못 돌아와 - 예, 봐요. 이건 우리 일이라고요"
00:35:23,"Yeah. Look, lady, this is our job, okay?",라일리가 기억에 신경쓰지 않으면 잊혀지는 거에요
00:35:24,"When Riley doesn't care about a memory, it fades.",
00:35:26,,잊혀져요? - 대부분은 그리 되죠
00:35:27,Fades? Happens to the best of them.,이 나쁜 놈만 빼고 이건 절대 안 잊혀져
00:35:28,"Yeah, except for this bad boy. (LAUGHS) This one will never fade.",
00:35:32,MAN: 솵 TripleDent gum 솵 WOMAN: 솵 Will make you smile 솵,
00:35:33,,껌 광고 노래?
00:35:34,(GASPS) The song from the gum commercial?,
00:35:35,,"알잖아, 가끔 공연히 이걸 본부로 올릴 때도 있거든"
00:35:36,"You know, sometimes we send that one",
00:35:37,up to Headquarters for no reason.,한 백만번은 라일리 머릿속에서 돌았을걸
00:35:38,It just plays in Riley's head over and over again.,
00:35:41,Like a million times! (LAUGHS),한 번 더 보자
00:35:42,Let's watch it again!,
00:35:44,솵 TripleDent gum 솵,"네, 우리 그 노래 알아요 예, 중독성있죠"
00:35:45,"Yeah, I know. We all know the song.",
00:35:47,"Okay. Yeah, real catchy. Okay.","야, 어쩔까. 할까? - 예!"
00:35:48,"Hey, what do you think? Should we do it?",
00:35:49,Yeah!,
00:35:50,,"좋았어, 간다!"
00:35:51,"Okay, here we go!",
00:35:52,(BOTH LAUGHING),
00:35:55,솵 TripleDent gum 솵,뭐? 또 이거야?
00:35:57,What the... This again?,대단하셔라...
00:35:58,(SINGING ALONG),"잠깐만요, 우정 섬에는 어떻게 가죠?"
00:35:59,Wait! Do you know how to get to Friendship Island?,
00:36:02,솵 TripleDent gum 솵,거기 좋아? 지진은 겪어 봤어?
00:36:03,Do you like it there? Did you feel any earthquakes?,
00:36:04,,금문교 멋져?
00:36:05,Is the bridge cool?,
00:36:06,,"그래, 좋아 경기는 어땠어?"
00:36:07,"Yeah, it's good.",
00:36:08,What happened with the playoffs?,첫판은 이겼어. 코치님이 올해는 결승까지 갈 것 같대
00:36:09,We won the first game.,
00:36:10,Coach says we might actually go to the finals this year.,
00:36:11,,"아, 그리고 여자애가 새로 팀에 들어왔어. 진짜 멋져"
00:36:13,"Oh, and we've got this new girl on the team.",
00:36:14,She's so cool.,
00:36:15,,"어, 그냥 한 말은 아닌데 - 새로 온 애?"
00:36:16,"Uh, she did not just say that.",
00:36:17,A new girl? Meg has a new friend already?,메그한테 벌써 새 친구가 있어?
00:36:19,,"자, 자. 행복해야지"
00:36:20,"(ANGER GRUMBLING) Hey, hey! Stay happy!",
00:36:21,,"또 섬을 잃고 싶진 않잖아, 얘들아"
00:36:22,"We do not want to lose any more islands here, guys!",
00:36:23,,보지도 않고 퍽을 패스할 수도 있다니까
00:36:24,MEG: We can pass the puck to each other,
00:36:25,without even looking. It's like mind reading!,생각을 읽는 것 같아
00:36:27,,"생각 읽는 걸 좋아하는군, 메그"
00:36:28,"You like to read minds, Meg?","네가 읽어줘야 할 게 있다 - 버럭아, 뭐야?"
00:36:29,"I got something for you to read, right here!","바로 여기! - 잠깐, 1초만 진정을..."
00:36:31,Let's just be calm for one second! Ahhh!,
00:36:32,(YELLING),
00:36:33,MEG: I heard they have parrots... I've got to go.,꺼야겠다 - 뭐?
00:36:34,,끌 거라고!
00:36:35,What? I got to go!,
00:36:37,,"잠깐, 길이 어딘지라도 알려 주실래요?"
00:36:38,"Okay, could you just please tell me which way is...",
00:36:39,(BOTH CHATTERING),
00:36:40,,"오, 안 돼!"
00:36:41,"(RUMBLING) Oh, no!",
00:36:44,,"우정 섬이, 무슨?"
00:36:45,Friendship Island! What?,
00:36:58,"Oh, not Friendship.",우정이 없다니
00:37:02,(BOTH LAUGHING),
00:37:05,,"오, 라일리가 좋아했는데 이제는 사라져 버렸네"
00:37:06,"Oh, Riley loved that one. And now it's gone.",
00:37:10,,"안녕, 우정아 안녕, 외로움아"
00:37:11,"Goodbye, friendship.",
00:37:12,"(SIGHS) Hello, loneliness.",
00:37:14,(GRUMBLING),
00:37:17,,긴 길을 돌아가야겠네
00:37:18,We'll just have to go the long way.,
00:37:20,,"그래, 길고 길고 긴... 길"
00:37:21,"Yeah. The long, long, long, long way.",
00:37:26,,준비 됐어
00:37:27,SADNESS: I'm ready.,
00:37:28,(GROANS) There's got to be a better way.,
00:37:29,,더 나은 길이 있을 거야
00:37:31,(BING BONG HUMMING) (GASPS),
00:37:33,,"우, 너 좀 봐라"
00:37:34,BING BONG: Ooh! Look at you!,
00:37:35,Huh?,
00:37:36,,넌 데려가지만 넌 안 데려가
00:37:37,"I will take you, but not you.",
00:37:38,,아! 농담이지 널 어떻게 두고가니
00:37:39,"Oh, who am I kidding? I can't leave you.",
00:37:41,,안녕하세요!
00:37:42,Hello! (BING BONG EXCLAIMS),
00:37:43,Wait! Hey! Wait!,"잠깐, 저기요! 기다려요"
00:37:46,(CLATTERING),"기다려요, 잠깐!"
00:37:47,"Oh, wait! Stop!",
00:37:54,(BING BONG PANTING),
00:37:56,,실례합니다 - 으악!
00:37:57,Excuse me. Ah!,
00:37:58,,"어, 내가 찾던 게..."
00:37:59,"Uh, I was looking for, um... Diversion!",
00:38:00,,주의 돌리기다! - 네?
00:38:01,,"하하! 잘 가라, 이 자식!"
00:38:02,"JOY: What? Ha-ha! So long, sucker!",
00:38:04,(CLATTERING),"아, 너무 아파"
00:38:05,"BING BONG: Ow, I hurt all over.",
00:38:06,,"잠깐, 당신을 알아요"
00:38:07,Wait. I know you.,"아냐, 몰라 그런 말 많이 들었어"
00:38:08,"No, you don't. I get that a lot.",
00:38:10,,"난 많은 사람을 닮았거든 - 아니, 아니... 알아요"
00:38:11,I look like a lot of people.,
00:38:12,"No, no, no. I do. (GASPS)",
00:38:13,,빙봉! 라일리의 상상친구!
00:38:14,Bing Bong! Riley's imaginary friend!,
00:38:15,,정말 날 알아? - 물론이죠
00:38:16,"You really do know me? Well, of course!",
00:38:18,,"라일리는 당신과 노는 걸 좋아했어요, 최고의 친구였잖아요"
00:38:19,Riley loved playing with you! You two are best friends!,
00:38:21,,"아, 당신은 모르겠군요"
00:38:22,"Oh! Oh, you would know.",본부로 돌아가려고 해요 - 본부?
00:38:23,We're trying to get back to Headquarters.,
00:38:24,Headquarters? You guys are from Headquarters?,"너희 본부에서 왔어? - 음, 네"
00:38:27,"Well, yeah. I'm Joy. This is Sadness.",전 기쁨이에요 얘는 슬픔이고요
00:38:28,,"네가 기쁨이야, 기쁨이?"
00:38:29,You're Joy? The Joy? JOY: Mmm-hmm.,
00:38:30,,대체 여기서 뭐 하는 거야?
00:38:31,What the heck are you doing out here?,
00:38:32,,"좋은 질문이에요 대답해 볼래, 슬픔아?"
00:38:33,"That's a good question. You want to answer that, Sadness?",
00:38:35,"Wow. Without you, Riley won't ever be happy.",네가 없으면 난 행복해질 수 없겠지
00:38:38,We can't have that. We got to get you back.,그럴 순 없지 돌려보내 줄게
00:38:40,,"아, 그래 날 따라와"
00:38:41,I'll tell you what. Follow me!,
00:38:42,"Oh, thank you!","고마워요, 당신을 다시 만나서 정말 기뻐요"
00:38:44,It is so great to see you again.,
00:38:45,,말하자면 당신 일의 대단한 팬이라고요
00:38:46,"I gotta tell you, I am such a huge fan of your work.",
00:38:47,,라일리와 밴드 했었을 때 기억해요?
00:38:48,Do you remember when you and Riley were in a band?,
00:38:50,(LAUGHS) I went to all of your concerts.,당신 콘서트는 다 갔었어요
00:38:52,,"예, 코를 불어댔지"
00:38:53,"BING BONG: Yeah, I blow a mean nose.",당신 경기 보는 것도 좋았고요 - 두 번이나 방안 챔피언이었지
00:38:54,JOY: Watching you play tag was such a treat.,
00:38:56,BING BONG: Two-time world champ.,"아, 그리고 당신 로켓도요 - 물론, 노래 힘으로 달렸었지"
00:38:58,JOY: Oh! And remember your rockets?,
00:38:59,BING BONG: Of course! It runs on song power!,
00:39:00,,"맞아요, 당신 주제가요"
00:39:02,That's right! Your theme song!,"놀고 싶은 친구 누구? - 빙봉, 빙봉"
00:39:03,솵 Who's your friend who likes to play? 솵,
00:39:04,솵 Bing Bong Bing Bong 솵,
00:39:05,,"로켓 타고 소리 질러 - 빙봉, 빙봉"
00:39:06,"솵 His rocket makes you yell ""Hooray!"" 솵",
00:39:07,"BOTH: 솵 Bing Bong, Bing Bong 솵",
00:39:08,,대체 당신은 뭐에요?
00:39:09,What exactly are you supposed to be?,
00:39:10,,보면 모르겠어? 난 대부분은 솜사탕이지만...
00:39:11,"You know, it's unclear. I'm mostly cotton candy.",
00:39:14,"But shape-wise I'm part cat, part elephant, part dolphin.","잘 보면 일부는 고양이 일부는 코끼리, 일부는 돌고래야"
00:39:18,,돌고래요?
00:39:19,Dolphin?,
00:39:20,(MIMICS DOLPHIN CLICKING),
00:39:22,,"기억해, 라일리가 3살일 때 동물들도 다 동갑이었어"
00:39:23,"You got to remember, when Riley was three,",
00:39:25,animals were all the rage.,"소는 음메, 말은 히히힝"
00:39:26,The cow goes moo. The horse goes neigh.,
00:39:27,,그 땐 사람들이 다 그랬지
00:39:28,That's all people talked about back then.,
00:39:29,,"예, 예 그런 것 같네요"
00:39:30,Yeah. Yeah. I guess that's true.,여기서 뭐 하는 거에요? - 음
00:39:31,What are you doing out here?,
00:39:32,"Well, there's not much call for imaginary friends lately.",요즘은 상상친구가 별로 필요 없어서 말야
00:39:35,,"그래서 난, 있잖아..."
00:39:36,"So, uh, I, you know, um...",
00:39:38,(SIGHS),
00:39:39,,"저기, 슬퍼하지 마세요"
00:39:40,"Hey, hey. Don't be sad.",
00:39:41,,"있잖아요, 제가 본부로 돌아가면..."
00:39:42,"Tell you what. When I get back up to Headquarters,",
00:39:43,,라일리가 당신을 기억하게 해 줄게요
00:39:45,I'll make sure Riley remembers you.,
00:39:46,,"그럴래? - 물론이죠, 걔도 좋아했는걸요"
00:39:47,You will? Of course!,
00:39:48,She'd love that. (LAUGHING),
00:39:49,,내 생에 최고의 날이야!
00:39:50,This is the greatest day of my life!,
00:39:52,"Ha, cha, cha, cha, cha. Ow!",
00:39:54,"Ow, ow, ow, ow!",
00:39:56,"Oh, are you okay?",괜찮아요? - 무슨 일이지?
00:39:58,"Hey, what's going on?",난 눈물대신 사탕을 흘려
00:39:59,I cry candy.,
00:40:00,,"카라멜 먹어 봐, 맛있어"
00:40:01,Try the caramel. It's delicious.,
00:40:03,Ooh. Whoa!,
00:40:04,,이걸 써 봐 - 고마워요
00:40:05,"Ooh, here, use this.",
00:40:06,"Thanks! Whoa, hold on, wait a second.","오, 잠깐 기다려 봐"
00:40:10,(GRUNTING),항상 밑바닥에 낀다니까
00:40:12,It always gets stuck at the bottom.,
00:40:15,(TRUMPET BLOWS) (CAT SCREECHING),여기
00:40:16,Here. What? It's imaginary.,
00:40:17,,뭐? 상상이잖아
00:40:18,,"고마워요, 본부로 걸어서 돌아가기 훨씬 쉬워지겠네요"
00:40:19,Thanks. This will make it a lot easier,
00:40:21,to walk back to Headquarters.,걸어? 우린 안 걸어가
00:40:22,Walk? We're not walking.,
00:40:23,,생각 기차를 탈 거야
00:40:24,We're taking the Train of Thought!,
00:40:27,(HORN BLARING),"열차, 그렇지!"
00:40:28,"JOY: The train, of course!",
00:40:29,,정말 빠르죠 하지만 어떻게 붙잡아요?
00:40:30,That is so much faster! But how do we catch it?,
00:40:31,,"어, 전 지역을 도는데 상상 섬에 정차역이 있거든"
00:40:32,"Well, it kind of goes all over the place,",
00:40:34,but there is a station in Imagination Land.,
00:40:36,,"지름길을 알아 어서, 이 쪽이야"
00:40:37,"I know a shortcut. Come on, this way!",
00:40:38,,"오, 당신을 만나서 정말 기뻐요"
00:40:39,"JOY: Oh, I am so glad we ran into you!",
00:40:41,,정차역은 바로 여기야 먼저 들어가
00:40:42,The station is right through here. After you.,
00:40:44,,기쁨아 - 왜?
00:40:45,Joy. What?,
00:40:46,I read about this place,"어, 설명서에서 이 장소 읽었는데 들어가면 안 돼"
00:40:48,in the manual. We shouldn't go in there.,
00:40:49,,본부로 가는 가장 빠른 길이라고 빙봉이 그랬어
00:40:50,Bing Bong says it's the quickest way to Headquarters.,
00:40:51,,"아니, 기쁨아 여긴 추상적 생각이야"
00:40:52,"No, but, Joy, this is abstract thought.",
00:40:53,,무슨 말 하는 거지? 난 늘 여기로 갔는데
00:40:54,What are you talking about?,
00:40:55,"I go in here all the time. It's a shortcut, you see?","지름길이야, 보이지"
00:40:57,,위.험.출.입.금.지 지름길!
00:40:58,D-A-N-G-E-R. Shortcut. I'll prove it to you.,
00:41:00,,내가 보여주지
00:41:02,,날 봐라~
00:41:03,Look at me. I'm closer to the station,정차역으로 건너간다 지름길로 가거든!
00:41:06,because I'm taking the shortcut.,
00:41:07,,"빙 돌아가자, 이쪽으로"
00:41:08,Let's go around. This way.,
00:41:09,,거의 다 왔다
00:41:10,BING BONG: Almost there!,
00:41:12,,먼 길로 가고 싶다면 가
00:41:13,"If you want to walk the long way, go for it.",
00:41:14,,하지만 라일리는 행복해야 해 기차를 놓칠 수는 없어
00:41:15,But Riley needs to be happy.,
00:41:17,I'm not missing that train.,
00:41:18,,빙봉도 생각이 있을 거야
00:41:19,Bing Bong knows what he's doing.,일부는 돌고래잖아 돌고래는 영리해
00:41:20,JOY: He's part dolphin. They're very smart.,
00:41:21,,"어, 그런가"
00:41:22,"SADNESS: Well, I guess.",
00:41:27,GIRL #1: What did you get? GIRL #2: I don't know.,
00:41:29,(INDISTINCT CONVERSATIONS),
00:41:42,,"좋아, 오늘 우리가 이해할 추상 개념은 뭐지?"
00:41:43,"Okay, what abstract concept",
00:41:45,are we trying to comprehend today?,
00:41:46,Um... Loneliness.,외로움 - 흠
00:41:47,,안에 뭔가 있는 것 같은데
00:41:48,Hmm. Looks like there's something in there.,
00:41:49,,잠시 켜서 잡생각은 태워버려야지
00:41:50,I'm going to turn it on for a minute,
00:41:51,and burn out the gunk.,
00:41:52,,내가 뭐랬어 금방 본부로 갈 거라니까
00:41:53,BING BONG: What did I tell you? You'll be at Headquarters in no time.,
00:41:55,SADNESS: Whoa!,"와, 저것 좀 봐라?"
00:41:57,"BING BONG: Say, would you look at that?","와, 무슨 일이죠? - 오, 안 돼. 작동시켰어"
00:41:58,Whoa! What's happening?,
00:42:00,"Oh, no, they turned it on.",
00:42:01,,"어, 이런 건 본 적 없는데"
00:42:02,Huh. Never seen this before.,
00:42:04,(BOTH SCREAMING),
00:42:06,,"내 얼굴, 아름다운 얼굴이!"
00:42:07,My face! My beautiful face! Oh!,
00:42:09,,무슨 일이야? - 추상화되고 있어
00:42:10,What is going on? We're abstracting!,
00:42:11,,4단계가 있는데 이게 첫 단계야
00:42:12,There are four stages. This is the first:,
00:42:13,,추상적 분열!
00:42:14,Non-objective Fragmentation!,
00:42:15,,"좋아, 흥분하지 마 중요한 건 함께란 거야"
00:42:16,All right. Do not panic.,
00:42:17,What is important is that we all stay together. Oh!,
00:42:20,(JOY EXCLAIMS),두 번째 단계야 해체되는 거야
00:42:22,We're in the second stage. We're deconstructing!,
00:42:23,Run! Ah!,도망쳐!
00:42:25,,다리에 감각이 없어
00:42:26,I can't feel my legs!,
00:42:28,,"아, 저기 있네 - 이리로 붙어!"
00:42:29,"Oh, there they are.",
00:42:30,"Come here, me!",
00:42:31,(SADNESS GRUNTING),
00:42:32,,여기서 나가야 해 형체와 색까지 잃기 전에!
00:42:33,We've got to get out of here (YELLS IN PAIN),
00:42:34,before we're nothing but shape and color!,
00:42:36,Ow! We'll get stuck here forever!,영원히 갇혀버릴 거야!
00:42:37,,"빙봉, 왜 여기로 왔어요?"
00:42:38,Stuck? Why did we come in here?,
00:42:39,,"말했잖아, 지름길이라고"
00:42:40,"I told you, it's a shortcut!",
00:42:42,(TRAIN HONKING HORN) (GASPS) The train!,기차다!
00:42:45,(ALL GRUNTING),
00:42:47,,"안 돼, 2차원이 됐어 세 번째 단계야"
00:42:48,"SADNESS: Oh, no. We're two-dimensional! That's stage three!",
00:42:51,,"갈 수가 없어! - 죽음, 불행한 죽음뿐이군"
00:42:52,We're getting nowhere!,
00:42:53,Depth! I'm lacking depth! Come on.,
00:42:54,,어서요
00:42:56,(JOY GRUNTING),
00:42:58,,맞지가 않아!
00:42:59,We can't fit.,
00:43:00,,"안 돼, 우리 모양을 잃었어 마지막 단계야"
00:43:01,"SADNESS: Oh, no, we're Nonfigurative.",
00:43:03,This is the last stage!,갈 수 없을 거야
00:43:04,BING BONG: We're not going to make it!,
00:43:06,(SADNESS GROANING),
00:43:07,,"잠깐, 우린 2차원이잖아 납작하게 붙어!"
00:43:08,SADNESS: Wait! We're two-dimensional. Fall on your face!,
00:43:15,(BELL RINGING),
00:43:20,(JOY GRUNTING),
00:43:21,,"멈춰요, 멈춰!"
00:43:22,JOY: Stop! Stop!,
00:43:25,,"안 돼, 지름길이라면서요!"
00:43:26,"Oh, no! I thought you said that was a shortcut.",
00:43:28,,"그랬지, 그런데 와... 저기 가면 안 되겠군"
00:43:29,"I did, but wow, we should not have gone in there.",
00:43:31,,위험했어 표지판이라도 달아 두지
00:43:32,That was dangerous! They really should put up a sign.,
00:43:33,,다음 열차는 언제죠? - 어찌 아나?
00:43:34,How long until the next train?,
00:43:35,Who knows. But don't worry. (GROANING),"그래도 걱정 마 다른 정차역이 있어, 이 쪽!"
00:43:37,There's another station. That way.,
00:43:38,,기차는 늘 거기에 들러 바로 본부로 가기 전에 말야
00:43:39,The train always stops there.,
00:43:41,Right before it goes to Headquarters.,서두른다면 따라잡을 수 있어
00:43:42,"If we hurry, we can catch it.",
00:43:43,,또 당신이 말하는 지름길은 아니겠죠?
00:43:44,"This isn't another one of your shortcuts, is it?",
00:43:46,(LAUGHING) Yeah!,
00:43:47,,그래!
00:43:48,,"정말 다른 정차역이 있어? - 응, 저 쪽에"
00:43:49,(WHISPERING) Is there really another station?,
00:43:51,Uh-huh. Through there.,
00:43:53,,상상의 나라에 온 걸 환영해요! - 상상의 나라?
00:43:54,BING BONG: Welcome to Imagination Land!,
00:43:57,(GASPS) Imagination Land?,
00:43:58,BING BONG: Sure!,"물론, 난 늘 여기 와 내가 여기 대장이거든"
00:43:59,I come here all the time. I'm practically the mayor.,
00:44:00,,"아, 너희 배고프니? 감자튀김 숲이 있거든"
00:44:02,"Hey, you guys hungry? There's French Fry Forest!",
00:44:04,Mmm! Delicious. No way!,말도 안 돼!
00:44:06,(LAUGHING) (BING BONG EXCLAIMING),이거 봐 트로피 마을이야
00:44:08,BING BONG: Check it out! Trophy Town!,
00:44:09,,"메달, 리본 모두가 승자라구"
00:44:10,Medals! Ribbons! Everyone's a winner!,
00:44:12,,내가 1등이다!
00:44:13,I won first place!,
00:44:14,,"나도! - 아, 참가상이야"
00:44:15,"Me too! Oh, participation award.",
00:44:17,,"잠깐, 저건? 저거 봐!"
00:44:18,"Wait, is that... Sadness, look, it's Cloud Town!",
00:44:19,,구름 마을이야!
00:44:21,(GASPS) That is my favorite!,가장 좋아하는 거!
00:44:23,"(WHOOPING) Oh, it's so soft!","오, 너무 부드러워 - 나도 해 볼래!"
00:44:25,Oh! Let me try.,
00:44:26,,"이봐, 무슨 속셈이야?"
