time,line,translation,
5133 ,"Okay, but we gotta get through Gally first.",그러려면 먼저 갤리부터 상대해야 돼,
5138 ,This is such a waste.,안타깝지만 할 수 없지,
5169 ,"Gally... It doesn't feel right, man.",갤리... 이건 옳지 않은 것 같아,
5182 ,"Yeah, what if Thomas is right?",만약 토마스가 옳다면?,
5186 ,Maybe he can lead us home.,우릴 집에 데려다줄지도 몰라,
5189 ,We are home.,우리 집은 여기야,
5193 ,Okay?,알았어?,
5195 ,I don't wanna have to cross any more names off that wall.,저 벽에 딴애들 이름을 지우긴 싫다구,
5200 ,You really think banishing us is gonna solve anything?,우릴 추방한다고 다 해결될 것 같아?,
5204 ,No.,아니,
5206 ,But this isn't a banishing.,추방하려는 게 아냐,
5209 ,It's an offering.,제물로 바치는 거지,
5211 ,What? Wait!,뭐라구?,
5213 ,"Gally, what are you doing?","잠깐만! 갤리, 뭐하는 거야?",
5215 ,You really think I'm gonna let Thomas back into the maze after what he has done?,토마스가 한 짓을 보고도 다시 미로로 보낼 줄 알았어?,
5219 ,Look around you!,주위를 둘러봐,
5222 ,Look at our Glade!,글레이드를 보라구,
5225 ,This is the only way.,이게 유일한 방법이야,
5229 ,And when the Grievers get what they came here for... everything goes back to the way it was.,그리버들이 원하는 걸 얻으면 모든 게 옛날로 돌아갈 거야.,
5235 ,Are you listening to this? Why are you all just standing there? He's crazy!,얘 말을 믿어? 왜 그렇게들 섰어? 얜 미쳤어!,
5237 ,You shut up.,닥쳐,
5239 ,"If you stay here, the Grievers are going to come back. They're gonna come back, and they're gonna keep coming back until you're all dead!",여기 있으면 그리버들이 다시 와. 너희 모두가 죽을 때까지 계속 올 거라구,
5246 ,Shut up! Tie him up!,닥쳐! 놈을 묶어,
5248 ,Do you hear me? I said tie him up!,못 들었어? 묶으라고 했잖아,
5257 ,"You're full of surprises, aren't you?",사람 놀래키는 재주가 많네,
5279 ,"You don't have to come with us, but we are leaving.",원한다면 남아도 좋지만 우린 갈 거야,
5282 ,"Anyone else who wants to come, now is your last chance.",우리랑 가고 싶다면 이게 마지막 기회야,
5284 ,"Don't listen to him, he's just trying to scare you.",듣지 마 겁주는 거야,
5286 ,"No, I'm not trying to scare you. You're already scared.",그럴 필요가 없지 벌써 겁에 질렸으니까,
5289 ,I'm scared.,나도 무섭지만,
5291 ,But I'd rather risk my life out there than spending the rest of it in here.,여기서 평생을 사느니 차라리 미로에서 죽겠어,
5296 ,We don't belong here.,우리가 있을 곳은 여기가 아냐.,
5301 ,This place isn't our home.,여긴 우리 집이 아니야.,
5304 ,We were put here. We were trapped here.,강제로 보내져서 갇혀있을 뿐이지,
5309 ,"At least, out there we have a choice. We can make it out of here.",미로에 들어가면 승산이 있어. 여길 벗어날 수 있어.,
5317 ,I know that.,내가 장담해,
5319 ,I'm sorry.,미안해,
5334 ,"Gally, it's over.","갤리, 다 끝났어",
5350 ,Just come with us.,우리랑 같이 가자,
5355 ,Good luck against the Grievers.,그리버들하고 잘 싸워봐,
5365 ,"Everybody, this way!","가자, 이쪽이야",
5386 ,"Keep it up, guys, we're almost there!",힘내 거의 다 왔어,
5412 ,Is it a Griever?,그리버야?,
5412 ,Yeah.,응,
5419 ,Shit.,젠장,
5421 ,"You take this, Chuck. Stay behind us.","받아, 척 넌 우리 뒤를 따라와",
5424 ,It's okay. Just stick with me.,괜찮아 내가 같이 있을게,
5429 ,"Once we're through, it will activate and the door will open.",들어가면 이게 작동해서 문이 열릴 거야,
5432 ,"We stay close, we stick together...",모두 힘을 합쳐야 돼,
5435 ,we get through this. We get out now... or we die trying.,여기서 못 나가고 죽는다해도 시도해보는 거야,
5440 ,Ready?,준비됐어?,
5442 ,All right. Let's go!,좋아,
5454 ,"Get up, look out!","일어나, 조심해!",
5462 ,Push it!,힘껏 밀어!,
5466 ,Look out!,조심해!,
5477 ,The key!,키!,
5483 ,Chuck! Watch the edge!,척! 안 떨어지게 조심해!,
5491 ,"Oh, no.",안돼...,
5493 ,"I got you, Chuck!","내가 잡았어, 척",
5496 ,Pull me up!,올려줘!,
5505 ,Come on!,가자!,
5508 ,Thomas! Thomas!,토마스! 토마스!,
5511 ,Chuck?,척?,
5513 ,We got more coming!,더 많이 온다,
5514 ,"Keep it steady, guys!",다들 침착해!,
5520 ,It works!,작동해!,
5521 ,"Teresa, go!","트리사, 가!",
5524 ,Don't back down! Keep pushing!,밀리지 마 계속 밀어,
5524 ,Stay together!,힘을 합쳐!,
5535 ,There's gotta be a way out! Come on!,나가는 길이 있을 거야,
5543 ,Watch it!,조심해!,
5549 ,It won't open!,열리질 않아,
5553 ,Thomas! There's a code!,토마스! 암호가 필요해,
5559 ,Eight numbers!,8자리 숫자!,
5560 ,Eight sections of the maze.,이 미로엔 8개 구역이 있어,
5564 ,"Hey, Minho! What's the sequence?",민호! 순서가 뭐야?,
5564 ,What?,뭐라구?,
5567 ,"The sections of the maze, what's the sequence?","미로의 구역들, 순서가 뭐야?",
5569 ,Seven! One!,"7, 1",
5572 ,Five! Two!,"5, 2",
5574 ,Six! Four!,"6, 4",
5574 ,Head up!,위를 조심해!,
5577 ,Minho!,민호!,
5579 ,Minho!,민호!,
5581 ,Get off of me!,저리 가!,
5593 ,Jeff!,제프!,
5597 ,What's the sequence? Come on!,그 다음 숫자가 뭐야? 빨리!,
5599 ,Six! Four! Eight! Three! You got it?,"6, 4, 8, 3! 됐어?",
5604 ,Keep holding!,버텨!,
5607 ,"Almost there, come on!",조금만 더 힘내!,
5609 ,The door opened!,문이 열렸어!,
5625 ,Seriously?,장난해?,
5699 ,What happened here?,여기서 무슨 일이 있었던 거지?,
5744 ,So they were watching us.,정말 우릴 지켜보고 있었어,
5780 ,This whole time.,처음부터 끝까지...,
5783 ,Hello.,안녕하세요,
5810 ,My name is Doctor Ava Paige.,난 에바 페이지 박사예요,
5813 ,I'm Director of Operations of the World Catastrophe Killzone Department.,"위키드, 즉 킬존 테스트의 총책임자죠",
5818 ,"If you're watching this, that means you have successfully completed the Maze Trials.",이걸 보는 여러분은 미로 테스트를 무사히 통과했어요.,
5823 ,I wish I could be there in person to congratulate you... but circumstances seem to have prevented it.,직접 축하해주고 싶지만 상황이 여의치를 않군요,
5832 ,"I'm sure by now, you must all be very confused...angry...frightened.",잘 알아요 모두 무척 혼란스럽겠죠. 화나고..무섭다는 거...,
5838 ,"I can only assure you, that everything that's happened to you... everything we've done to you... it was all done for a reason. You won't remember... but the Sun has scorched our world. Billions of lives lost to fire... famine... The fallout was unimaginable.suffering on a global scale.",하지만 여러분한테 일어났던 일.. 우리가 여러분한테 한 모든 일에는 그만한 이유가 있었죠. 기억 못하겠지만.. 태양이 우리 세상을 불태웠어요. 수십억 명이 희생됐죠 화재와 굶주림에... 전세계가 상상을 초월하는 끔찍한 고통을 겪었죠..,
5865 ,What came after was worse. We called it the Flare.,하지만 진짜 문제는 그 이후였어요. '플레어'가 퍼졌죠.,
5871 ,"A deadly virus that attacks the brain. It is violent... unpredictable... incurable. Or so we thought. In time, a new generation emerged that could survive the virus. Suddenly, there was a reason to hope for a cure. But finding it would not be easy.","뇌를 갉아먹는 치명적인 바이러스로 공격적이고 예측불가이며 치료가 불가능했죠. 그땐 그랬어요. 하지만 세월이 흘러 바이러스에 면역인 세대가 태어났고, 치료가 가능하단 희망이 생겼어요.. 하지만 쉽진 않을 거예요.",
5898 ,"The young would have to be tested, even sacrificed... inside harsh environments... where their brain activity could be studied. All in an effort to understand... what makes them different... what makes you different.","젊은이들을 혹독한 환경에 가둬놓고 각종 테스트를 통해 뇌의 활동을 연구해야 하니까.. 이 모든 것의 목적은 단 하나 그들이 왜 다른지, 여러분이 왜 다른지를 알아내는 거죠.",
5915 ,You may not realize it... but you're very important.,잘 모르겠지만 여러분은 우리에게 굉장히 중요한 존재예요.,
5921 ,"Unfortunately, your trials have only just begun.",유감스럽게도 테스트는 이제 시작일뿐이죠,
5924 ,"As you will no doubt soon discover, not everyone agrees with our methods.",물론 세상 모두가 우리 방식에 동의하진 않아요,
5928 ,"Progress is slow, people are scared.",과정은 더디고 사람들은 두려워하죠,
5932 ,It may be too late for us... for me... but not for you. The outside world awaits.,우리한텐 너무 늦었을지 몰라요.. 나한테는... 하지만 여러분은 다르죠. 바깥 세상이 여러분을 기다려요.,
5941 ,Remember... Wicked is good.,이걸 알아줘요... 위키드는 좋은 일을 하는 거예요.,
5974 ,Is it over?,그럼 끝난 거야?,
5985 ,She said we were important.,저 여자는 우리가 중요하댔어,
5989 ,What are we supposed to do now?,이젠 어떡해야 되지?,
5992 ,I don't know.,모르겠어,
6002 ,Let's get out of here.,여기서 나가자,
6010 ,No.,안돼,
6013 ,Gally?,갤리?,
6013 ,Don't.,안돼,
6020 ,He's been stung.,그리버한테 찔렸어,
6028 ,We can't leave.,우린 못 나가,
6031 ,"We did. Gally, we're out.","우린 해냈어, 갤리 나왔다구",
6038 ,We're free.,이젠 자유야,
6040 ,Free?,자유?,
6043 ,You think we're free out there?,나가면 자유로워질 것 같아?,
6049 ,No.,아니,
6051 ,"No, there's no escape from this place.",여기서 도망치는 건 불가능해,
6056 ,"Gally, listen to me.","갤리, 잘 들어",
6062 ,You're not thinking straight.,넌 지금 제정신이 아냐,
6065 ,You're not.,정상이 아니라구,
6067 ,"Now, we can help you.",우리가 도와줄게,
6070 ,Just put down the gun.,그러니까 총을 내려놔,
6073 ,I belong to the maze.,내가 있을 곳은 미로야,
6075 ,Just put down the gun.,총을 내려놔,
6090 ,Thomas...,토마스,
6107 ,"Oh, shit. Shit.",빌어먹을...,
6114 ,"Look at me, look at me!",날 봐,
6116 ,"Oh, shit!",빌어먹을,
6118 ,"Chuck, look at me, all right?","척, 날 좀 봐",
6120 ,"I got you, buddy. Just hang on.",괜찮을 거야 조금만 참아,
6122 ,It's okay.,괜찮아,
6124 ,"Thomas, Thomas...","토마스, 토마스",
6126 ,"No, Chuck. You're gonna give it to them yourself.","아니, 척 네가 직접 부모님께 드려.",
6133 ,"Remember, I told you that.",전에 말했잖아,
6133 ,Take it.,어서 받아,
6136 ,No.,안돼,
6138 ,Thank you.,고마워,
6141 ,Thank you.,고마워,
6146 ,"No, Chuck, you're gonna get...","척, 치료 받으면...",
6151 ,Chuck.,척,
6153 ,Chuck? Hey.,척? 정신차려,
6158 ,"Hey, Chuck, come on!","척, 정신차려",
6161 ,"Come on, wake up!",정신차리란 말야,
6168 ,Damn it!,젠장!,
6173 ,We made it. Come on.,우리가 해냈잖아 제발!,
6178 ,I'm sorry!,미안해,
6184 ,God damn it!,젠장!,
6187 ,Damn it!,젠장!,
6197 ,"Get up, Chuck! Come on!","일어나, 척 제발!",
6218 ,You can't just leave him there!,척도 데려가야 돼!,
6221 ,You guys all right?,다 괜찮냐?,
6260 ,Don't worry.,걱정 마,
6262 ,You're safe now.,이젠 안전해,
6264 ,"Relax, kid.",걱정 마,
6302 ,Everything is gonna change.,모든 게 바뀔 거야,
6306 ,I think it's safe to say the Maze Trials were a complete success.,미로 테스트는 완전한 성공이었어요,
6324 ,"I wasn't expecting so many survivors, but... the more the merrier.",그렇게 많이 살아남을 줄 몰랐지만... 많을수록 좋죠,
6330 ,Thomas continues to surprise and impress.,토마스는 역시 계속해서 우릴 놀라게 하네요,
6338 ,"And for now, they seem to have taken the bait.",현재로선 모두들 우리 미끼를 문 것 같군요,
6343 ,It's too soon to say... but they could be the key to everything.,아직 단정짓기엔 이르지만 그 아이들이 치료제 개발의 열쇠예요.,
6350 ,So let's move forward. It's time now to begin Phase Two.,그러니 테스트를 계속하죠. 이제 2단계를 시작할 때가 됐어요.,
